No,Perguruan Tinggi,Peringkat,No. SK,Tahun SK,Wilayah,Tanggal Kadaluarsa,Status Kadaluarsa
4058,Universitas Darma Persada,B,401/SK/BAN-PT/Ak-PPJ/PT/VI/2020,2020,03,2025-06-28,66 hari lagi kedaluwarsa
2432,Universitas Darul  ulum,B,1982/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,07,2027-11-08,Masih berlaku
113,Universitas Darul Ulum Islamic Centre Sudirman,Baik Sekali,2056/SK/BAN-PT/Ak.KP/PT/III/2025,2025,06,2028-12-05,Masih berlaku
779,Universitas Darunnajah,Baik,1726/SK/BAN-PT/Ak-PNB/PT/VIII/2024,2024,03,2026-06-02,Masih berlaku
2630,Universitas Darussalam Ambon,Baik Sekali,1637/SK/BAN-PT/Ak/PT/X/2022,2022,12,2027-10-11,Masih berlaku
2199,Universitas Darussalam Gontor,Unggul,363/SK/BAN-PT/Ak/PT/V/2023,2023,07,2028-05-23,Masih berlaku
3709,Universitas Darwan Ali,Baik,211/SK/BAN-PT/Akred/PT/III/2021,2021,11,2026-03-16,Masih berlaku
2657,Universitas Dayanu Ikhsanuddin,Baik Sekali,1583/SK/BAN-PT/Ak/PT/X/2022,2022,09,2027-10-04,Masih berlaku
3863,Universitas Dehasen Bengkulu,Baik Sekali,1084/SK/BAN-PT/Akred/PT/XII/2020,2020,02,2025-12-15,Masih berlaku
803,Universitas Deli Sumatera,Baik,1678/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,01,2026-08-19,Masih berlaku
2238,Universitas Dharma AUB Surakarta,B,319/SK/BAN-PT/Ak-PNB/PT/IV/2023,2023,06,0000-00-00,Kedaluwarsa
3699,Universitas Dharma Andalas,Baik,230/SK/BAN-PT/Akred/PT/III/2021,2021,10,2026-03-23,Masih berlaku
3599,Universitas Dharmas Indonesia,Baik,394/SK/BAN-PT/Akred/PT/V/2021,2021,10,2026-05-04,Masih berlaku
1909,Universitas Dharmawangsa,Baik Sekali,863/SK/BAN-PT/Ak/PT/XI/2023,2023,01,2028-11-07,Masih berlaku
2227,Universitas Dhyana Pura,Baik Sekali,336/SK/BAN-PT/Ak.KP/PT/V/2023,2023,08,2027-11-01,Masih berlaku
294,Universitas Dian Nusantara,Baik Sekali,2189/SK/BAN-PT/Ak/PT/XII/2024,2024,03,2029-12-11,Masih berlaku
3205,Universitas Dian Nuswantoro,Unggul,107/SK/BAN-PT/AK-ISK/PT/III/2022,2022,06,2026-12-21,Masih berlaku
3056,Universitas Dinamika,Baik Sekali,432/SK/BAN-PT/Ak/PT/VIII/2022,2022,07,2027-08-16,Masih berlaku
2378,Universitas Dinamika Bangsa,B,100/SK/BAN-PT/Ak.Ppj/PT/II/2023,2023,10,2028-02-21,Masih berlaku
2578,Universitas Dipa Makassar,B,1780/SK/BAN-PT/Ak.Ppj/PT/X/2022,2022,09,2027-11-08,Masih berlaku
2380,Universitas Diponegoro,Unggul,106/SK/BAN-PT/Ak.Ppj/PT/II/2023,2023,PTN,2028-02-14,Masih berlaku
4044,Universitas Dirgantara Marsekal Suryadarma,B,494/SK/BAN-PT/Ak-PPJ/PT/VII/2020,2020,03,2025-07-11,79 hari lagi kedaluwarsa
4066,Universitas Djuanda,B,365/SK/BAN-PT/Ak-PPJ/PT/VI/2020,2020,04,2025-06-23,61 hari lagi kedaluwarsa
689,Universitas Doktor Husni Ingratubun Papua,B,1849/SK/BAN-PT/Ak-PNB/PT/X/2024,2024,14,2026-12-28,Masih berlaku
2559,Universitas Doktor Husni Ingratubun Tual,Baik,1793/SK/BAN-PT/Ak-PNB/PT/X/2022,2022,12,2025-12-20,Masih berlaku
3931,Universitas Doktor Nugroho Magetan,Baik,1007/SK/BAN-PT/Akred/PT/XII/2020,2020,07,2025-12-01,Masih berlaku
3253,Universitas Dr Soetomo,B,1091/SK/BAN-PT/Ak-PPJ/PT/XII/2021,2021,07,2026-11-25,Masih berlaku
820,Universitas Dr. Djar Wattiheluw,Baik,1679/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,12,2026-08-19,Masih berlaku
433,Universitas Dumoga Kotamobagu,Baik,2048/SK/BAN-PT/Ak/PT/XI/2024,2024,16,2029-11-12,Masih berlaku
2007,Universitas Duta Bangsa Surakarta,B,698/SK/BAN-PT/Ak.Ppj/PT/X/2023,2023,06,2028-09-05,Masih berlaku
2207,Universitas Dwijendra,Baik Sekali,366/SK/BAN-PT/Ak.KP/PT/V/2023,2023,08,2027-09-13,Masih berlaku
2718,Universitas Efarina,Baik,1224/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,01,2025-10-04,164 hari lagi kedaluwarsa
1970,Universitas Ekasakti,B,787/SK/BAN-PT/Ak.Ppj/PT/X/2023,2023,10,2028-10-31,Masih berlaku
425,Universitas Esa Unggul,Unggul,2041/SK/BAN-PT/Ak/PT/XI/2024,2024,03,2029-11-12,Masih berlaku
3035,Universitas Fajar,B,528/SK/BAN-PT/Ak.Ppj/PT/VIII/2022,2022,09,2027-09-13,Masih berlaku
2209,Universitas Faletehan,Baik,373/SK/BAN-PT/Ak.Ppj/PT/V/2023,2023,04,2028-06-07,Masih berlaku
3419,Universitas Flores,B,722/SK/BAN-PT/Ak-PPJ/PT/VIII/2021,2021,15,2026-08-05,Masih berlaku
2373,Universitas Fort De Kock,Baik Sekali,96/SK/BAN-PT/Ak.Ppj/PT/II/2023,2023,10,2028-02-14,Masih berlaku
2419,Universitas Gadjah Mada,Unggul,2006/SK/BAN-PT/Ak.Ppj/PT/XII/2022,2022,PTN,2027-12-28,Masih berlaku
2935,Universitas Gajah Putih,Baik,1047/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,13,2026-06-18,Masih berlaku
3790,Universitas Gajayana,B,46/SK/BAN-PT/Ak-PPJ/PT/II/2021,2021,07,2026-01-30,Masih berlaku
2187,Universitas Galuh,Baik Sekali,394/SK/BAN-PT/Ak.KP/PT/V/2023,2023,04,2027-11-01,Masih berlaku
4084,Universitas Garut,B,214/SK/BAN-PT/Ak-PPJ/PT/V/2020,2020,04,2025-05-10,17 hari lagi kedaluwarsa
3664,Universitas Global Jakarta,Baik,297/SK/BAN-PT/Akred/PT/IV/2021,2021,04,2026-04-07,Masih berlaku
4047,Universitas Gorontalo,B,434/SK/BAN-PT/Ak-PNB/PT/VII/2020,2020,16,2025-06-09,47 hari lagi kedaluwarsa
1094,Universitas Graha Karya Muara Bulian,Baik,1405/SK/BAN-PT/Ak.P/PT/VII/2024,2024,10,2026-07-23,Masih berlaku
635,Universitas Graha Nusantara,B,1879/SK/BAN-PT/Ak.Ppj/PT/X/2024,2024,01,2029-05-22,Masih berlaku
3280,Universitas Gresik,Baik Sekali,1029/SK/BAN-PT/Akred/PT/XII/2021,2021,07,2026-12-15,Masih berlaku
1972,Universitas Gunadarma,Unggul,785/SK/BAN-PT/Ak.Ppj/PT/X/2023,2023,03,2028-10-31,Masih berlaku
3092,Universitas Gunung Kidul,Baik,392/SK/BAN-PT/Ak/PT/VII/2022,2022,05,2027-07-26,Masih berlaku
3602,Universitas Gunung Leuser Aceh,Baik,399/SK/BAN-PT/Akred/PT/V/2021,2021,13,2026-05-04,Masih berlaku
3895,Universitas Gunung Rinjani,Baik,1044/SK/BAN-PT/Akred/PT/XII/2020,2020,08,2025-12-08,Masih berlaku
450,Universitas HKBP Nommensen,Baik Sekali,2060/SK/BAN-PT/Ak.KP/PT/XI/2024,2024,01,2027-05-24,Masih berlaku
2652,Universitas HKBP Nommensen Pematangsiantar,Baik Sekali,1584/SK/BAN-PT/Ak/PT/X/2022,2022,01,2027-10-04,Masih berlaku
1659,Universitas Hafshawaty Zainul Hasan,Baik,1251/SK/BAN-PT/Ak-PNB/PT/XII/2023,2023,07,2025-07-11,79 hari lagi kedaluwarsa
1806,Universitas Haji Sumatera Utara,Baik Sekali,1011/SK/BAN-PT/Ak/PT/XI/2023,2023,01,2028-11-28,Masih berlaku
199,Universitas Halim sanusi,Baik,79/SK/BAN-PT/Ak/PT/II/2025,2025,04,2030-02-11,Masih berlaku
3562,Universitas Halmahera,Baik Sekali,431/SK/BAN-PT/Akred/PT/V/2021,2021,12,2026-05-18,Masih berlaku
4041,Universitas Halu Oleo,B,575/SK/BAN-PT/Ak-PPJ/PT/VIII/2020,2020,PTN,2025-08-08,107 hari lagi kedaluwarsa
2602,Universitas Hamzanwadi,B,1702/SK/BAN-PT/Ak.Ppj/PT/X/2022,2022,08,2027-11-01,Masih berlaku
940,Universitas Handayani Makassar,Baik,1595/SK/BAN-PT/Ak.S/PT/VIII/2024,2024,09,9999-01-01,Masih berlaku
1508,Universitas Hang Tuah,Unggul,272/SK/BAN-PT/Ak/PT/III/2024,2024,07,2029-03-19,Masih berlaku
770,Universitas Hang Tuah Pekanbaru,Baik Sekali,1742/SK/BAN-PT/Ak.KP/PT/IX/2024,2024,17,2028-12-13,Masih berlaku
2666,Universitas Harapan Bangsa,B,1577/SK/BAN-PT/Ak.S/PT/X/2022,2022,06,2027-05-10,Masih berlaku
3866,Universitas Harapan Medan,Baik,1107/SK/BAN-PT/Akred/PT/XII/2020,2020,01,2025-12-15,Masih berlaku
2397,Universitas Hasanuddin,Unggul,31/SK/BAN-PT/Ak.Ppj/PT/I/2023,2023,PTN,2027-12-28,Masih berlaku
1074,Universitas Hasyim Asy&#039;ari Tebuireng Jombang,Baik Sekali,1432/SK/BAN-PT/Ak/PT/VII/2024,2024,07,2029-07-30,Masih berlaku
3247,Universitas Hayam Wuruk Perbanas,A,1120/SK/BAN-PT/Ak-PPJ/PT/XII/2021,2021,07,2026-12-21,Masih berlaku
3769,Universitas Hein Namotemo,Baik,91/SK/BAN-PT/Akred/PT/II/2021,2021,12,2026-02-16,Masih berlaku
3031,Universitas Hindu Indonesia,B,527/SK/BAN-PT/Ak.Ppj/PT/VIII/2022,2022,08,2027-09-13,Masih berlaku
278,Universitas Hindu Negeri I Gusti Bagus Sugriwa Denpasar,Unggul,2236/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAN,2029-12-15,Masih berlaku
1369,Universitas Horizon Indonesia ,Baik,504/SK/BAN-PT/Ak-PNB/PT/V/2024,2024,04,2025-12-15,Masih berlaku
3967,Universitas IBA,Baik,939/SK/BAN-PT/Akred/PT/XI/2020,2020,02,2025-11-11,Masih berlaku
1900,Universitas IBBI,Baik Sekali,862/SK/BAN-PT/Ak/PT/XI/2023,2023,01,2028-11-07,Masih berlaku
1910,Universitas IPWIJA,B,853/SK/BAN-PT/Ak-PNB/PT/XI/2023,2023,03,2027-11-01,Masih berlaku
3229,Universitas Ibn Khaldun,B,54/SK/BAN-PT/Ak-PPJ/PT/II/2022,2022,04,2027-01-20,Masih berlaku
1903,Universitas Ibnu Chaldun,Baik,891/SK/BAN-PT/Ak/PT/XI/2023,2023,03,2028-11-07,Masih berlaku
2165,Universitas Ibnu Sina,B,419/SK/BAN-PT/Ak.Ppj/PT/VI/2023,2023,17,2028-06-27,Masih berlaku
4,Universitas Ibrahimy,B,2158/SK/BAN-PT/Ak.S/PT/IV/2025,2025,07,9999-01-01,Masih berlaku
2575,Universitas Ichsan Gorontalo,B,1778/SK/BAN-PT/Ak.Ppj/PT/X/2022,2022,16,2027-11-08,Masih berlaku
1132,Universitas Ichsan Gorontalo Utara,Baik,1370/SK/BAN-PT/Ak-PNB/PT/VII/2024,2024,16,2029-04-24,Masih berlaku
1987,Universitas Ichsan Satya,Baik,744/SK/BAN-PT/Ak-PNB/PT/X/2023,2023,04,2027-03-01,Masih berlaku
570,Universitas Ichsan Sidenreng Rappang,Baik,1946/SK/BAN-PT/Ak/PT/X/2024,2024,09,2029-10-19,Masih berlaku
258,Universitas Imelda Medan,Baik Sekali,2238/SK/BAN-PT/Ak/PT/XII/2024,2024,01,2029-12-15,Masih berlaku
4010,Universitas Indo Global Mandiri,Baik Sekali,825/SK/BAN-PT/Akred/PT/X/2020,2020,02,2025-10-07,167 hari lagi kedaluwarsa
2396,Universitas Indonesia,Unggul,40/SK/BAN-PT/Ak.Ppj/PT/I/2023,2023,PTN,2027-12-28,Masih berlaku
1416,Universitas Indonesia Maju,Baik,439/SK/BAN-PT/PEPA-Ppj/PT/IV/2024,2024,03,2029-04-10,Masih berlaku
906,Universitas Indonesia Mandiri,Baik,1588/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,02,2026-08-14,Masih berlaku
2556,Universitas Indonesia Membangun,B,1795/SK/BAN-PT/Ak-PNB/PT/XI/2022,2022,04,2025-07-11,79 hari lagi kedaluwarsa
2351,Universitas Indonesia Timur,Baik Sekali,125/SK/BAN-PT/Ak/PT/II/2023,2023,09,2028-02-22,Masih berlaku
103,Universitas Indraprasta PGRI,Baik Sekali,2059/SK/BAN-PT/Ak.KP/PT/III/2025,2025,03,2028-07-18,Masih berlaku
1168,Universitas Informatika Dan Bisnis Indonesia,Baik Sekali,1287/SK/BAN-PT/Ak/PT/VII/2024,2024,04,2029-07-02,Masih berlaku
1595,Universitas Insan Budi Utomo,B,131/SK/BAN-PT/Ak-PNB/PT/II/2024,2024,07,2026-06-17,Masih berlaku
2439,Universitas Insan Cendekia Mandiri,Baik,1978/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,04,2027-10-11,Masih berlaku
988,Universitas Insan Pembangunan Indonesia,Baik,1538/SK/BAN-PT/Ak.B/PT/VIII/2024,2024,04,2026-08-13,Masih berlaku
1503,Universitas Internasional Batam,B,252/SK/BAN-PT/Ak.Ppj/PT/III/2024,2024,17,2029-03-27,Masih berlaku
562,Universitas Internasional Jakarta,Baik,1935/SK/BAN-PT/Ak/PT/X/2024,2024,04,2029-10-19,Masih berlaku
920,Universitas Internasional Papua,Baik,1589/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,14,2026-08-14,Masih berlaku
1347,Universitas Internasional Semen Indonesia,B,1005/SK/BAN-PT/Ak.Ppj/PT/V/2024,2024,07,2029-05-22,Masih berlaku
2211,Universitas Iqra Buru,Baik,360/SK/BAN-PT/Ak/PT/V/2023,2023,12,2028-05-23,Masih berlaku
1999,Universitas Iskandar Muda,Baik,705/SK/BAN-PT/Ak.Ppj/PT/X/2023,2023,13,2027-08-16,Masih berlaku
1253,Universitas Islam 45,B,1172/SK/BAN-PT/Ak.Ppj/PT/VI/2024,2024,04,2029-04-24,Masih berlaku
1913,Universitas Islam Ahmad Dahlan,Baik,860/SK/BAN-PT/Ak-PNB/PT/XI/2023,2023,PTAS,2025-12-15,Masih berlaku
781,Universitas Islam Al-Aziziyah Indonesia,Baik,1724/SK/BAN-PT/Ak-PNB/PT/VIII/2024,2024,PTAS,2026-06-16,Masih berlaku
3889,Universitas Islam Al-Ihya Kuningan,Baik,1049/SK/BAN-PT/Akred/PT/XII/2020,2020,04,2025-12-08,Masih berlaku
3606,Universitas Islam Al-azhar,Baik,392/SK/BAN-PT/Akred/PT/V/2021,2021,08,2026-05-04,Masih berlaku
1119,Universitas Islam An Nur Lampung,Baik,1373/SK/BAN-PT/Ak-PNB/PT/VII/2024,2024,PTAS,2027-10-25,Masih berlaku
1398,Universitas Islam As-syafiiyah,Baik Sekali,449/SK/BAN-PT/Ak.Ppj/PT/IV/2024,2024,03,2029-04-24,Masih berlaku
1447,Universitas Islam Balitar,Baik Sekali,357/SK/BAN-PT/Ak/PT/IV/2024,2024,07,2029-04-02,Masih berlaku
3030,Universitas Islam Bandung,Unggul,497/SK/BAN-PT/Ak.Ppj/PT/VIII/2022,2022,04,2027-08-16,Masih berlaku
189,Universitas Islam Batang Hari,Baik,58/SK/BAN-PT/Ak-PNB/PT/II/2025,2025,PTAS,2027-09-06,Masih berlaku
3775,Universitas Islam Batik,B,81/SK/BAN-PT/Ak-PPJ/PT/II/2021,2021,06,2026-02-13,Masih berlaku
2110,Universitas Islam Bunga Bangsa Cirebon,Baik,508/SK/BAN-PT/Ak-PNB/PT/VII/2023,2023,PTAS,2025-06-23,61 hari lagi kedaluwarsa
2951,Universitas Islam Darul &#039;Ulum,Baik,988/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,07,2025-05-16,23 hari lagi kedaluwarsa
1123,Universitas Islam Darussalam,B,1384/SK/BAN-PT/Ak-PNB/PT/VII/2024,2024,PTAS,2028-12-13,Masih berlaku
782,Universitas Islam Dr. Khez Muttaqien,Baik,1722/SK/BAN-PT/Ak-PNB/PT/VIII/2024,2024,04,2028-09-26,Masih berlaku
2416,Universitas Islam Indonesia,Unggul,2003/SK/BAN-PT/Ak.Ppj/PT/XII/2022,2022,05,2027-12-28,Masih berlaku
2670,Universitas Islam Indragiri,Baik,1559/SK/BAN-PT/Ak.Ppj/PT/IX/2022,2022,17,2027-10-11,Masih berlaku
526,Universitas Islam Internasional Darullughah Wadda&#039;wah,Baik Sekali,2031/SK/BAN-PT/Ak-PNB/PT/XI/2024,2024,PTAS,2025-12-15,Masih berlaku
226,Universitas Islam Internasional Indonesia,Baik,37/SK/BAN-PT/Ak.P/PT/I/2025,2025,PTAN,2027-01-21,Masih berlaku
520,Universitas Islam Jakarta,Baik Sekali,2032/SK/BAN-PT/Ak.KP/PT/XI/2024,2024,03,2028-10-31,Masih berlaku
2934,Universitas Islam Jember,Baik,929/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,07,2026-12-28,Masih berlaku
1130,Universitas Islam KH Ruhiat Cipasung,Baik,1378/SK/BAN-PT/Ak-PNB/PT/VII/2024,2024,PTAS,2026-06-02,Masih berlaku
1504,Universitas Islam Kadiri,B,255/SK/BAN-PT/Ak.Ppj/PT/III/2024,2024,07,2029-03-21,Masih berlaku
2000,Universitas Islam Kalimantan Muhammad Arsyad Al Banjari Banjarmasin,Baik Sekali,687/SK/BAN-PT/Ak.KP/PT/X/2023,2023,11,2025-05-10,17 hari lagi kedaluwarsa
2950,Universitas Islam Kebangsaan Indonesia,Baik,1075/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,13,2025-05-16,23 hari lagi kedaluwarsa
1774,Universitas Islam Kuantan Singingi,Baik,1107/SK/BAN-PT/Ak.Ppj/PT/XII/2023,2023,17,2028-12-20,Masih berlaku
2058,Universitas Islam Labuhan Batu,Baik,593/SK/BAN-PT/Ak.Ppj/PT/IX/2023,2023,01,2028-09-14,Masih berlaku
3206,Universitas Islam Lamongan,Baik Sekali,106/SK/BAN-PT/Akred/PT/III/2022,2022,07,2027-03-02,Masih berlaku
3488,Universitas Islam Madura,Baik,313/SK/BAN-PT/AK-ISK/PT/IV/2021,2021,07,2025-08-30,129 hari lagi kedaluwarsa
2740,Universitas Islam Majapahit Mojokerto,Baik,1449/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,07,2025-08-30,129 hari lagi kedaluwarsa
2569,Universitas Islam Malang,Unggul,1753/SK/BAN-PT/Ak/PT/X/2022,2022,07,2027-10-25,Masih berlaku
230,Universitas Islam Mulia Yogyakarta,Baik,26/SK/BAN-PT/Ak.P/PT/I/2025,2025,05,2027-01-21,Masih berlaku
2281,Universitas Islam Nahdlatul Ulama Jepara,Baik Sekali,262/SK/BAN-PT/Ak.KP/PT/IV/2023,2023,06,2027-10-11,Masih berlaku
1405,Universitas Islam Negeri Alauddin Makassar,Unggul,428/SK/BAN-PT/Ak.KP/PT/IV/2024,2024,PTAN,2028-12-21,Masih berlaku
409,Universitas Islam Negeri Antasari Banjarmasin,Unggul,2103/SK/BAN-PT/Ak/PT/XI/2024,2024,PTAN,2029-11-19,Masih berlaku
1945,Universitas Islam Negeri Ar-Raniry Banda Aceh,Unggul,795/SK/BAN-PT/Ak/PT/X/2023,2023,PTAN,2028-10-24,Masih berlaku
2647,Universitas Islam Negeri Datokarama Palu,Baik Sekali,1616/SK/BAN-PT/Ak.Ppj/PT/X/2022,2022,PTAN,2027-10-11,Masih berlaku
16,Universitas Islam Negeri Fatmawati Sukarno Bengkulu,Unggul,2124/SK/BAN-PT/Ak/PT/IV/2025,2025,PTAN,2030-04-22,Masih berlaku
505,Universitas Islam Negeri Imam Bonjol Padang,Unggul,1996/SK/BAN-PT/Ak/PT/XI/2024,2024,PTAN,2029-11-05,Masih berlaku
757,Universitas Islam Negeri K.H. Abdurrahman Wahid Pekalongan,Unggul,1731/SK/BAN-PT/Ak/PT/IX/2024,2024,PTAN,2029-09-03,Masih berlaku
764,Universitas Islam Negeri Kiai Haji Achmad Siddiq Jember,Unggul,1732/SK/BAN-PT/Ak/PT/IX/2024,2024,PTAN,2029-09-03,Masih berlaku
422,Universitas Islam Negeri Mahmud Yunus Batusangkar,Unggul,2040/SK/BAN-PT/Ak/PT/XI/2024,2024,PTAN,2029-11-12,Masih berlaku
769,Universitas Islam Negeri Mataram,Unggul,1730/SK/BAN-PT/Ak/PT/IX/2024,2024,PTAN,2029-09-03,Masih berlaku
1282,Universitas Islam Negeri Maulana Malik Ibrahim,Unggul,1136/SK/BAN-PT/Ak.Ppj/PT/V/2024,2024,PTAN,2029-04-10,Masih berlaku
1475,Universitas Islam Negeri Profesor Kiai Haji Saifuddin Zuhri Purwokerto,Unggul,349/SK/BAN-PT/Ak/PT/III/2024,2024,PTAN,2029-03-26,Masih berlaku
1882,Universitas Islam Negeri Raden Fatah Palembang,Unggul,897/SK/BAN-PT/Ak/PT/XI/2023,2023,PTAN,2028-11-14,Masih berlaku
1222,Universitas Islam Negeri Raden Intan Lampung,Unggul,1212/SK/BAN-PT/Ak/PT/VI/2024,2024,PTAN,2029-06-25,Masih berlaku
1448,Universitas Islam Negeri Raden Mas Said Surakarta,Unggul,353/SK/BAN-PT/Ak/PT/IV/2024,2024,PTAN,2029-04-02,Masih berlaku
424,Universitas Islam Negeri Salatiga,Unggul,2039/SK/BAN-PT/Ak/PT/XI/2024,2024,PTAN,2029-11-12,Masih berlaku
735,Universitas Islam Negeri Sayyid Ali Rahmatullah Tulungagung,Unggul,1758/SK/BAN-PT/Ak/PT/IX/2024,2024,PTAN,2029-09-10,Masih berlaku
194,Universitas Islam Negeri Siber Syekh Nurjati Cirebon,B,66/SK/BAN-PT/Ak-PNB/PT/II/2025,2025,PTAN,2028-12-20,Masih berlaku
656,Universitas Islam Negeri Sjech M. Djamil Djambek Bukittinggi,Unggul,1869/SK/BAN-PT/Ak/PT/X/2024,2024,PTAN,2029-10-08,Masih berlaku
408,Universitas Islam Negeri Sultan Aji Muhammad Idris Samarinda,Unggul,2102/SK/BAN-PT/Ak/PT/XI/2024,2024,PTAN,2029-11-19,Masih berlaku
3256,Universitas Islam Negeri Sultan Maulana Hasanuddin Banten,B,1083/SK/BAN-PT/Ak-PPJ/PT/XII/2021,2021,PTAN,2026-11-25,Masih berlaku
586,Universitas Islam Negeri Sultan Syarif Kasim Riau,Unggul,1940/SK/BAN-PT/Ak/PT/X/2024,2024,PTAN,2029-10-19,Masih berlaku
275,Universitas Islam Negeri Sulthan Thaha Saifuddin Jambi,Unggul,2237/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAN,2029-12-15,Masih berlaku
585,Universitas Islam Negeri Sumatera Utara Medan,Unggul,1936/SK/BAN-PT/Ak/PT/X/2024,2024,PTAN,2029-10-19,Masih berlaku
649,Universitas Islam Negeri Sunan Ampel,Unggul,1877/SK/BAN-PT/Ak.Ppj/PT/X/2024,2024,PTAN,2029-04-10,Masih berlaku
1278,Universitas Islam Negeri Sunan Gunung Djati,Unggul,1138/SK/BAN-PT/Ak.KP/PT/V/2024,2024,PTAN,2029-03-27,Masih berlaku
1749,Universitas Islam Negeri Sunan Kalijaga,Unggul,1121/SK/BAN-PT/Ak.Ppj/PT/XII/2023,2023,PTAN,2028-12-21,Masih berlaku
1292,Universitas Islam Negeri Syarif Hidayatullah,Unggul,1128/SK/BAN-PT/Ak.KP/PT/V/2024,2024,PTAN,2028-02-28,Masih berlaku
2584,Universitas Islam Negeri Syekh Ali Hasan Ahmad Addary Padangsidimpuan,Baik Sekali,1738/SK/BAN-PT/Ak-PNB/PT/X/2022,2022,PTAN,2026-12-31,Masih berlaku
470,Universitas Islam Negeri Walisongo Semarang,Unggul,2084/SK/BAN-PT/Ak.KP/PT/XI/2024,2024,PTAN,2029-03-06,Masih berlaku
1355,Universitas Islam Nusantara,Baik Sekali,991/SK/BAN-PT/Ak.Ppj/PT/V/2024,2024,04,2029-04-10,Masih berlaku
188,Universitas Islam Nusantara Al-Azhaar Lubuklinggau,Baik,57/SK/BAN-PT/Ak-PNB/PT/II/2025,2025,PTAS,2025-06-28,66 hari lagi kedaluwarsa
3087,Universitas Islam Ogan Komering Ilir Kayuagung,Baik,391/SK/BAN-PT/Ak/PT/VII/2022,2022,02,2027-07-26,Masih berlaku
3831,Universitas Islam Raden Rahmat,Baik,1166/SK/BAN-PT/Akred/PT/XII/2020,2020,07,2025-12-22,Masih berlaku
654,Universitas Islam Riau,Unggul,1868/SK/BAN-PT/Ak/PT/X/2024,2024,17,2029-10-08,Masih berlaku
1525,Universitas Islam Sultan Agung,Unggul,251/SK/BAN-PT/Ak.Ppj/PT/III/2024,2024,06,2029-03-28,Masih berlaku
1063,Universitas Islam Sumatera Barat,Baik,1430/SK/BAN-PT/Ak.P/PT/VII/2024,2024,10,2026-07-30,Masih berlaku
3421,Universitas Islam Sumatera Utara,B,721/SK/BAN-PT/Ak-PPJ/PT/VIII/2021,2021,01,2026-08-05,Masih berlaku
109,Universitas Islam Syekh-Yusuf,Baik Sekali,2061/SK/BAN-PT/Ak.KP/PT/III/2025,2025,04,2029-03-20,Masih berlaku
2119,Universitas Islam Tribakti Lirboyo Kediri,Baik,488/SK/BAN-PT/Ak-PNB/PT/VII/2023,2023,PTAS,2026-01-30,Masih berlaku
2868,Universitas Islam Zainul Hasan Genggong Probolinggo,Baik,1186/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,PTAS,2025-07-11,79 hari lagi kedaluwarsa
1653,Universitas Ivet,B,2/SK/BAN-PT/Ak.Ppj/PT/I/2024,2024,06,2028-12-29,Masih berlaku
1231,Universitas Jabal Ghafur,Baik Sekali,1217/SK/BAN-PT/Ak/PT/VI/2024,2024,13,2029-06-25,Masih berlaku
2572,Universitas Jakarta,Baik,1785/SK/BAN-PT/Ak.Ppj/PT/X/2022,2022,03,2027-11-08,Masih berlaku
730,Universitas Jakarta Internasional,B,1777/SK/BAN-PT/Ak-PNB/PT/IX/2024,2024,03,2028-11-22,Masih berlaku
587,Universitas Jambi,Unggul,1937/SK/BAN-PT/Ak/PT/X/2024,2024,PTN,2029-10-19,Masih berlaku
4053,Universitas Janabadra,B,437/SK/BAN-PT/Ak-PPJ/PT/VII/2020,2020,05,2025-07-05,73 hari lagi kedaluwarsa
3264,Universitas Jayabaya,B,1092/SK/BAN-PT/Ak-PPJ/PT/XII/2021,2021,03,2026-12-28,Masih berlaku
2458,Universitas Jember,Unggul,1962/SK/BAN-PT/Ak.KP/PT/XI/2022,2022,PTN,2025-07-05,73 hari lagi kedaluwarsa
177,Universitas Jenderal Achmad Yani,Unggul,68/SK/BAN-PT/Ak/PT/II/2025,2025,04,2030-02-11,Masih berlaku
2078,Universitas Jenderal Achmad Yani Yogyakarta,Baik Sekali,552/SK/BAN-PT/Ak/PT/VIII/2023,2023,05,2028-08-29,Masih berlaku
754,Universitas Jenderal Soedirman,Unggul,1751/SK/BAN-PT/Ak.KP/PT/IX/2024,2024,PTN,2028-12-21,Masih berlaku
69,Universitas KH. A. Wahab Hasbullah,Baik Sekali,2104/SK/BAN-PT/Ak/PT/III/2025,2025,07,2030-03-25,Masih berlaku
1431,Universitas KH. Bahaudin Mudhary Madura,Baik,358/SK/BAN-PT/Ak/PT/IV/2024,2024,07,2029-04-02,Masih berlaku
1368,Universitas KH. Mukhtar Syafaat,Baik,503/SK/BAN-PT/Ak-PNB/PT/V/2024,2024,PTAS,2028-05-02,Masih berlaku
